ZIP,Pipedrive.Contacts,ZIP.1,Number.of.Schools,HotSpot,lat,long
49423,1,49423,1,0,42.743806,-86.083703
49426,1,49426,1,0,42.86327,-85.887574
49428,1,49428,1,0,42.920205,-85.838844
49431,1,49431,1,0,43.985802,-86.406481
49441,6,49441,2,1,43.182952,-86.282017
49442,1,49442,1,0,43.241841,-86.135719
49449,1,49449,1,0,43.793624,-86.388577
49456,2,49456,1,0,43.089103,-86.20687
49503,1,49503,1,0,42.96212,-85.659394
49504,1,49504,1,0,42.981579,-85.7107
49505,1,49505,1,0,42.996477,-85.637735
49506,1,49506,1,0,42.945748,-85.613839
49508,1,49508,1,0,42.875094,-85.619304
49509,1,49509,1,0,42.897764,-85.693418
49525,3,49525,1,1,43.021908,-85.5922
49544,1,49544,1,0,43.038932,-85.74657
49546,1,49546,1,0,42.927758,-85.530189
49548,4,49548,2,1,42.870454,-85.662605
49620,1,49620,1,0,44.523532,-85.691242
49677,1,49677,1,0,43.894733,-85.552563
49686,1,49686,1,0,44.658479,-85.627161
49707,1,49707,1,0,45.094306,-83.476214
49727,1,49727,1,0,45.125273,-85.105817
49729,6,49729,1,1,45.166897,-85.292072
49735,1,49735,1,0,44.997921,-84.670462
49770,1,49770,1,0,45.331217,-84.897137
49837,1,49837,1,0,45.868675,-87.079134
49841,2,49841,1,0,46.275179,-87.465733
49866,2,49866,2,0,46.521482,-87.580782
49870,1,49870,1,0,45.867201,-87.878923
49887,1,49887,1,0,45.42934,-87.550635
49913,1,49913,1,0,47.243215,-88.458417
50007,2,50007,1,0,41.806825,-93.602007
50022,1,50022,1,0,41.414374,-94.996402
50047,1,50047,1,0,41.463639,-93.47428
50054,1,50054,1,0,41.690374,-93.233337
50112,1,50112,1,0,41.730188,-92.715452
50125,1,50125,1,0,41.335185,-93.584634
50126,5,50126,2,1,42.494379,-93.2554
50131,4,50131,2,1,41.69212,-93.715156
50138,4,50138,1,1,41.300589,-93.105185
50144,1,50144,1,0,40.73905,-93.7408
50156,1,50156,1,0,41.89831,-93.801235
50161,1,50161,1,0,41.84815,-93.40403
50170,1,50170,1,0,41.530027,-93.124762
50171,1,50171,1,0,41.585852,-92.525413
50201,1,50201,1,0,42.041723,-93.434905
50211,1,50211,1,0,41.45531,-93.705269
50212,1,50212,1,0,42.036562,-94.066162
50219,1,50219,1,0,41.420905,-92.896537
50220,1,50220,1,0,41.836423,-94.121285
50247,1,50247,1,0,42.017436,-93.164603
50248,2,50248,1,0,42.191221,-93.614392
50250,1,50250,1,0,41.482226,-94.347153
50251,2,50251,1,0,41.56694,-92.869363
50261,1,50261,1,0,41.475063,-93.915872
50263,6,50263,1,1,41.59541,-93.872384
50266,3,50266,1,1,41.570085,-93.798416
50273,1,50273,1,0,41.329691,-94.054307
50310,1,50310,1,0,41.627582,-93.67266
50312,2,50312,2,0,41.582678,-93.67667
50313,4,50313,2,1,41.654477,-93.62418
50321,2,50321,1,0,41.535138,-93.665248
50322,4,50322,2,1,41.634164,-93.73436
50327,4,50327,1,1,41.586364,-93.487814
50401,1,50401,1,0,43.153169,-93.19982
50421,2,50421,1,0,42.843465,-93.618404
50424,1,50424,1,0,43.39443,-93.933846
50438,1,50438,1,0,43.111502,-93.618624
50456,1,50456,1,0,43.291262,-93.216049
50461,1,50461,1,0,43.306168,-92.818741
50501,3,50501,1,1,42.492334,-94.192499
50511,1,50511,1,0,43.074041,-94.219184
50563,2,50563,1,0,42.527824,-94.525043
50588,1,50588,1,0,42.654596,-95.161555
50597,1,50597,1,0,42.97525,-94.451731
50613,3,50613,3,1,42.53138,-92.485808
50626,1,50626,1,0,42.587047,-92.175533
50627,1,50627,1,0,42.350393,-93.093896
50629,1,50629,1,0,42.648669,-92.071537
50632,1,50632,1,0,42.0616,-92.699352
50636,2,50636,1,0,42.897382,-92.810733
50647,1,50647,1,0,42.650931,-92.49703
50651,1,50651,1,0,42.317063,-92.19674
50658,2,50658,1,0,42.962781,-92.542513
50662,2,50662,1,0,42.688662,-91.937486
50677,1,50677,1,0,42.766935,-92.426212
50682,1,50682,1,0,42.45245,-91.688455
50702,1,50702,1,0,42.461502,-92.313745
50703,1,50703,1,0,42.548059,-92.286431
50801,1,50801,1,0,41.078671,-94.401822
50830,2,50830,1,0,41.027101,-94.191097
50849,2,50849,1,0,41.308278,-94.38657
50854,2,50854,1,0,40.679375,-94.21277
50864,1,50864,1,0,40.97037,-94.978111
51012,1,51012,1,0,42.744137,-95.561849
51024,1,51024,1,0,42.612142,-96.262983
51025,2,51025,1,0,42.497646,-95.556107
51028,1,51028,1,0,42.596655,-95.98764
51031,1,51031,1,0,42.798547,-96.186217
51054,3,51054,1,1,42.380126,-96.316111
51104,1,51104,1,0,42.536156,-96.40468
51247,1,51247,1,0,43.193752,-96.338127
51250,1,51250,1,0,43.090933,-96.205811
51334,3,51334,1,1,43.403965,-94.803685
51347,1,51347,1,0,43.422425,-95.318451
51360,3,51360,1,1,43.443678,-95.087052
51442,1,51442,1,0,42.027498,-95.360635
51445,3,51445,1,1,42.321415,-95.462213
51449,1,51449,1,0,42.267823,-94.734406
51450,5,51450,1,1,42.316397,-95.020737
51455,1,51455,1,0,41.911565,-95.055142
51467,2,51467,1,0,42.07266,-95.117995
51503,6,51503,2,1,41.22322,-95.784481
51534,3,51534,2,1,41.046593,-95.714836
51537,3,51537,1,1,41.650131,-95.297511
51555,1,51555,1,0,41.560102,-95.923061
51559,1,51559,1,0,41.46633,-95.648897
51573,1,51573,1,0,40.979559,-95.097052
51575,2,51575,1,0,41.240054,-95.602157
51576,1,51576,1,0,41.382876,-95.714924
51579,1,51579,1,0,41.761735,-95.719133
51601,2,51601,1,0,40.726129,-95.349564
51632,2,51632,2,0,40.74569,-95.047167
52002,1,52002,1,0,42.524772,-90.773208
52033,1,52033,1,0,42.279037,-91.001217
52043,1,52043,1,0,42.834004,-91.426289
52045,2,52045,1,0,42.460825,-90.937541
52060,2,52060,1,0,42.10602,-90.682756
52069,2,52069,1,0,42.060763,-90.42999
52203,1,52203,1,0,41.813857,-91.89159
52205,2,52205,1,0,42.119724,-91.286273
52214,1,52214,1,0,42.18789,-91.509279
52245,2,52245,1,0,41.672878,-91.512105
52246,2,52246,1,0,41.652313,-91.570407
52302,8,52302,1,1,42.065415,-91.560853
52314,3,52314,1,1,41.935711,-91.447891
52333,2,52333,1,0,41.805879,-91.492386
52340,1,52340,1,0,41.705619,-91.676857
52346,2,52346,1,0,42.010028,-92.080653
52349,3,52349,1,1,42.173246,-92.00963
52356,4,52356,1,1,41.473717,-91.845147
52358,1,52358,1,0,41.6914,-91.318432
52404,1,52404,1,0,41.923056,-91.698866
52501,1,52501,1,0,41.035705,-92.43137
52531,1,52531,1,0,41.026364,-92.815135
52537,1,52537,1,0,40.734988,-92.413618
52565,2,52565,1,0,40.742079,-91.934492
52577,1,52577,1,0,41.272983,-92.661641
52591,1,52591,1,0,41.31664,-92.191372
52627,1,52627,1,0,40.66626,-91.349158
52637,1,52637,1,0,41.017544,-91.145949
52722,1,52722,1,0,41.570324,-90.470131
52732,1,52732,1,0,41.891044,-90.253005
52742,3,52742,1,1,41.838263,-90.5197
52748,1,52748,1,0,41.665776,-90.554924
52754,2,52754,1,0,41.349702,-91.227417
52755,1,52755,1,0,41.479379,-91.43425
52777,1,52777,1,0,41.854006,-90.856109
52803,8,52803,1,1,41.538947,-90.555977
52804,1,52804,1,0,41.532458,-90.681249
52806,1,52806,1,0,41.589689,-90.625888
53005,3,53005,2,1,43.062401,-88.098804
53010,2,53010,1,0,43.612534,-88.272017
53012,8,53012,1,1,43.314732,-88.034639
53013,1,53013,1,0,43.565318,-87.846917
53014,6,53014,1,1,44.026076,-88.176312
53020,1,53020,1,0,43.861777,-88.011415
53022,5,53022,1,1,43.232179,-88.1158
53024,1,53024,1,0,43.333613,-87.928329
53027,2,53027,1,0,43.317984,-88.372522
53029,3,53029,1,1,43.146603,-88.341
53039,2,53039,1,0,43.369846,-88.713347
53040,2,53040,1,0,43.526965,-88.191027
53042,1,53042,1,0,43.956873,-87.972329
53048,1,53048,1,0,43.573797,-88.457153
53051,6,53051,1,1,43.159411,-88.121548
53061,1,53061,1,0,43.945427,-88.120654
53065,1,53065,1,0,43.679772,-88.571625
53066,1,53066,1,0,43.112853,-88.490036
53070,1,53070,1,0,43.620528,-87.806981
53073,4,53073,1,1,43.750859,-87.98819
53074,1,53074,1,0,43.41985,-87.884515
53075,2,53075,1,0,43.564515,-87.990969
53081,3,53081,2,1,43.710329,-87.733076
53083,1,53083,1,0,43.815995,-87.764488
53085,1,53085,1,0,43.732838,-87.855452
53089,3,53089,1,1,43.144636,-88.233806
53092,4,53092,1,1,43.214964,-87.951218
53095,6,53095,2,1,43.38963,-88.158004
53098,2,53098,1,0,43.253742,-88.710584
53105,8,53105,1,1,42.663566,-88.280268
53110,6,53110,1,1,42.950505,-87.860883
53115,4,53115,1,1,42.656603,-88.668293
53120,1,53120,1,0,42.80275,-88.417464
53121,6,53121,1,1,42.719743,-88.534134
53132,3,53132,1,1,42.883879,-88.011548
53140,1,53140,1,0,42.622309,-87.828803
53143,6,53143,1,1,42.561312,-87.82993
53144,10,53144,2,1,42.622122,-87.920178
53147,3,53147,1,1,42.565922,-88.457346
53149,6,53149,1,1,42.878217,-88.342541
53150,2,53150,2,0,42.871356,-88.13432
53151,2,53151,1,0,42.974779,-88.098607
53154,1,53154,1,0,42.878693,-87.898676
53168,6,53168,1,1,42.575072,-88.135698
53172,5,53172,1,1,42.911998,-87.859664
53179,1,53179,1,0,42.513801,-88.130588
53182,2,53182,1,0,42.702391,-88.041279
53183,3,53183,1,1,43.005837,-88.370357
53184,6,53184,1,1,42.526263,-88.605523
53185,1,53185,1,0,42.798205,-88.194451
53190,2,53190,1,0,42.807771,-88.736201
53192,4,53192,1,1,42.50261,-88.183787
53205,1,53205,1,0,43.053467,-87.933796
53217,4,53217,1,1,43.158204,-87.913225
53220,1,53220,1,0,42.965202,-87.991361
53221,1,53221,1,0,42.953915,-87.944497
53222,1,53222,1,0,43.083208,-88.036041
53223,2,53223,2,0,43.163455,-87.990496
53227,8,53227,2,1,42.995814,-88.042017
53228,1,53228,1,0,42.969046,-88.043224
53235,1,53235,1,0,42.973107,-87.867895
53402,1,53402,1,0,42.795888,-87.816532
53403,2,53403,1,0,42.684171,-87.815533
53404,2,53404,2,0,42.754054,-87.811291
53405,1,53405,1,0,42.726918,-87.830175
53406,4,53406,1,1,42.734536,-87.864893
53502,2,53502,1,0,42.730406,-89.438069
53504,1,53504,1,0,42.703516,-89.860349
53508,1,53508,1,0,42.866188,-89.575582
53511,8,53511,4,1,42.553995,-89.094444
53520,1,53520,1,0,42.596822,-89.352736
53523,2,53523,1,0,42.984409,-89.028839
53525,6,53525,1,1,42.544535,-88.858656
53530,1,53530,1,0,42.69383,-90.105885
53531,2,53531,1,0,43.062216,-89.102393
53532,1,53532,1,0,43.250204,-89.326329
53533,2,53533,1,0,42.996819,-90.162322
53534,4,53534,1,1,42.860823,-89.09331
53536,3,53536,1,1,42.761233,-89.267862
53538,3,53538,1,1,42.92005,-88.857132
53545,4,53545,1,1,42.738741,-89.040225
53548,3,53548,1,1,42.682985,-89.124673
53550,2,53550,1,0,42.552842,-89.49393
53558,2,53558,1,0,42.997142,-89.275488
53559,2,53559,1,0,43.165573,-89.081901
53560,2,53560,1,0,43.192255,-89.737666
53562,2,53562,1,0,43.115902,-89.54399
53563,4,53563,1,1,42.795191,-88.929676
53566,4,53566,2,1,42.607782,-89.649858
53570,2,53570,1,0,42.731054,-89.61958
53573,1,53573,1,0,43.187505,-90.459136
53575,2,53575,1,0,42.933063,-89.390551
53578,2,53578,1,0,43.32745,-89.775534
53581,2,53581,1,0,43.37246,-90.414095
53587,1,53587,1,0,42.580307,-89.904145
53588,3,53588,1,1,43.193739,-90.086262
53590,8,53590,1,1,43.200235,-89.205195
53593,1,53593,1,0,42.985198,-89.579337
53597,5,53597,1,1,43.183434,-89.457307
53704,6,53704,1,1,43.136032,-89.347129
53716,8,53716,2,1,43.065163,-89.313783
53717,2,53717,1,0,43.067686,-89.521056
53726,2,53726,1,0,43.069808,-89.422492
53805,2,53805,1,0,43.143298,-90.686927
53806,1,53806,1,0,42.729852,-90.919845
53807,1,53807,1,0,42.616835,-90.472701
53809,1,53809,1,0,42.993756,-90.633639
53811,1,53811,1,0,42.537952,-90.506798
53813,2,53813,1,0,42.844234,-90.721223
53817,2,53817,1,0,42.945082,-90.96768
53821,2,53821,1,0,43.049076,-91.057334
53901,1,53901,1,0,43.560907,-89.483147
53910,2,53910,1,0,43.886678,-89.807748
53913,3,53913,1,1,43.492773,-89.72873
53916,5,53916,1,1,43.456479,-88.85417
53924,1,53924,1,0,43.483411,-90.261729
53925,1,53925,1,0,43.326703,-89.057148
53929,1,53929,1,0,43.751411,-90.283595
53946,1,53946,1,0,43.71245,-89.020818
53948,6,53948,1,1,43.776559,-90.040249
53955,2,53955,1,0,43.406614,-89.41663
53959,3,53959,1,1,43.533502,-89.999636
53963,3,53963,1,1,43.639467,-88.743298
53964,1,53964,1,0,43.912582,-89.512502
53965,1,53965,1,0,43.671422,-89.748134
54001,7,54001,1,1,45.33433,-92.386607
54002,4,54002,1,1,44.963016,-92.369527
54005,2,54005,1,0,45.236119,-92.227501
54015,2,54015,1,0,44.970682,-92.453168
54016,5,54016,1,1,44.981117,-92.69486
54017,1,54017,1,0,45.120014,-92.519795
54020,2,54020,1,0,45.274846,-92.641761
54021,1,54021,1,0,44.734174,-92.706319
54024,2,54024,1,0,45.5017,-92.640733
54025,3,54025,1,1,45.143751,-92.680358
54107,2,54107,1,0,44.701043,-88.455663
54110,2,54110,1,0,44.187689,-88.075127
54112,1,54112,1,0,45.054741,-88.054588
54114,1,54114,1,0,45.245414,-88.108864
54115,7,54115,3,1,44.397967,-88.09639
54121,2,54121,1,0,45.865638,-88.326971
54124,1,54124,1,0,44.908023,-88.345233
54130,6,54130,2,1,44.311313,-88.24431
54136,6,54136,1,1,44.268219,-88.338535
54139,2,54139,1,0,44.956844,-88.075505
54140,4,54140,1,1,44.288433,-88.310552
54143,1,54143,1,0,45.076169,-87.698833
54154,2,54154,1,0,44.87369,-88.182068
54157,1,54157,1,0,45.040575,-87.821437
54162,5,54162,1,1,44.66254,-88.270904
54165,1,54165,1,0,44.516625,-88.322021
54166,1,54166,1,0,44.778797,-88.634549
54173,1,54173,1,0,44.639281,-88.030636
54180,4,54180,1,1,44.325728,-88.175795
54201,1,54201,1,0,44.624327,-87.495679
54204,3,54204,1,1,44.755474,-87.605319
54208,1,54208,1,0,44.363565,-87.799595
54212,1,54212,1,0,45.109775,-87.209029
54216,2,54216,1,0,44.438598,-87.569911
54217,3,54217,1,1,44.551965,-87.720272
54235,3,54235,2,1,44.840884,-87.372795
54241,4,54241,1,1,44.215871,-87.594706
54245,2,54245,1,0,44.030924,-87.898061
54301,1,54301,1,0,44.480778,-88.016063
54302,1,54302,1,0,44.507653,-87.976828
54303,1,54303,1,0,44.538066,-88.048764
54304,4,54304,2,1,44.49279,-88.067301
54313,3,54313,1,1,44.583773,-88.115037
54401,4,54401,1,1,44.963303,-89.704051
54403,5,54403,1,1,45.018505,-89.525117
54405,1,54405,1,0,44.96753,-90.282268
54406,2,54406,1,0,44.412217,-89.30493
54409,2,54409,1,0,45.122181,-89.170872
54411,1,54411,1,0,45.06256,-90.033418
54412,1,54412,1,0,44.663265,-89.97416
54421,1,54421,1,0,44.895191,-90.288689
54426,2,54426,1,0,44.907469,-90.00979
54428,1,54428,1,0,45.421166,-89.135714
54446,1,54446,1,0,44.747785,-90.466411
54449,4,54449,1,1,44.638422,-90.208361
54451,1,54451,1,0,45.19739,-90.407651
54452,1,54452,1,0,45.217729,-89.793643
54455,1,54455,1,0,44.766821,-89.684474
54457,1,54457,1,0,44.214083,-89.900133
54460,2,54460,1,0,44.938714,-90.543295
54466,1,54466,1,0,44.379589,-90.306335
54469,1,54469,1,0,44.345145,-89.874045
54470,2,54470,1,0,45.286613,-90.141512
54473,2,54473,1,0,44.650645,-89.352368
54476,4,54476,1,1,44.88996,-89.520725
54481,10,54481,2,1,44.510664,-89.638254
54484,2,54484,1,0,44.799824,-90.078596
54494,13,54494,1,1,44.340837,-89.73492
54499,5,54499,1,1,44.789831,-89.176405
54501,3,54501,1,1,45.657615,-89.349239
54520,1,54520,1,0,45.536654,-88.903793
54521,1,54521,1,0,45.936714,-89.291348
54548,6,54548,1,1,45.865998,-89.831729
54552,1,54552,1,0,45.939245,-90.31661
54556,2,54556,1,0,45.535217,-90.298218
54563,1,54563,1,0,45.460162,-90.970548
54566,1,54566,1,0,45.420139,-88.601253
54601,3,54601,1,1,43.806243,-91.140632
54603,1,54603,1,0,43.856762,-91.241935
54612,4,54612,1,1,44.249551,-91.501347
54615,2,54615,1,0,44.26047,-90.813312
54616,1,54616,1,0,44.300849,-91.223559
54624,1,54624,1,0,43.461506,-91.131141
54630,6,54630,1,1,44.122714,-91.372889
54636,1,54636,1,0,44.003164,-91.223953
54639,2,54639,1,0,43.601953,-90.637797
54646,2,54646,1,0,44.113798,-90.098059
54650,1,54650,1,0,43.910343,-91.227022
54651,1,54651,1,0,43.723631,-90.573137
54654,2,54654,1,0,43.269653,-90.964018
54655,3,54655,1,1,43.371015,-90.759096
54656,1,54656,1,0,43.990087,-90.80319
54665,1,54665,1,0,43.531972,-90.92869
54667,2,54667,1,0,43.663803,-90.859989
54669,4,54669,1,1,43.911169,-91.083945
54701,4,54701,1,1,44.751984,-91.514998
54720,8,54720,1,1,44.804142,-91.435752
54722,3,54722,2,1,44.711812,-91.096003
54724,1,54724,1,0,45.105047,-91.48648
54725,2,54725,1,0,45.073194,-91.990915
54727,2,54727,1,0,44.953953,-91.159107
54728,2,54728,1,0,45.308106,-91.637825
54729,5,54729,1,1,44.945626,-91.392954
54730,1,54730,1,0,45.018508,-91.719623
54732,1,54732,1,0,45.14463,-91.170488
54739,1,54739,1,0,44.859783,-91.701162
54740,2,54740,1,0,44.751437,-92.166807
54742,1,54742,1,0,44.766442,-91.267012
54743,1,54743,1,0,44.766442,-91.267012
54745,2,54745,1,0,45.251132,-91.123401
54751,2,54751,1,0,44.85067,-91.931558
54754,1,54754,1,0,44.427159,-90.753321
54755,2,54755,1,0,44.575768,-91.681302
54758,1,54758,1,0,44.557918,-91.216522
54768,2,54768,1,0,44.95709,-90.929805
54771,3,54771,1,1,44.93696,-90.812536
54801,1,54801,1,0,45.878861,-91.942767
54806,4,54806,1,1,46.552396,-90.870143
54810,1,54810,1,0,45.457085,-92.374415
54812,2,54812,1,0,45.392474,-91.882614
54814,1,54814,1,0,46.863246,-90.901161
54817,2,54817,1,0,45.6697,-91.546546
54819,1,54819,1,0,45.486919,-91.305291
54822,2,54822,1,0,45.400937,-91.694413
54829,1,54829,1,0,45.566649,-92.047244
54832,1,54832,1,0,46.319287,-91.343441
54843,5,54843,1,1,46.023604,-91.293027
54848,1,54848,1,0,45.516039,-91.103822
54854,1,54854,1,0,46.65038,-91.667167
54859,1,54859,1,0,46.122998,-91.803657
54880,4,54880,1,1,46.590874,-92.12831
54893,4,54893,2,1,45.878684,-92.325978
54896,1,54896,1,0,45.817173,-90.881747
54902,2,54902,1,0,43.946895,-88.540285
54911,1,54911,1,0,44.281533,-88.381003
54913,6,54913,2,1,44.335996,-88.39997
54915,7,54915,1,1,44.243351,-88.355904
54929,3,54929,1,1,44.636591,-88.739379
54935,6,54935,1,1,43.77366,-88.436782
54944,1,54944,1,0,44.324687,-88.626957
54949,1,54949,1,0,44.483988,-88.915485
54950,2,54950,1,0,44.657215,-88.918084
54956,6,54956,1,1,44.182337,-88.527647
54968,1,54968,1,0,43.846926,-89.136099
54971,2,54971,1,0,43.857164,-88.828882
54974,1,54974,1,0,43.787591,-88.663488
54981,3,54981,1,1,44.322663,-89.131504
54982,1,54982,1,0,44.072748,-89.290882
54986,6,54986,1,1,44.123302,-88.749906
55014,2,55014,1,0,45.161826,-93.127997
55016,1,55016,1,0,44.817691,-92.934622
55021,2,55021,2,0,44.299725,-93.277222
55024,1,55024,1,0,44.627069,-93.124971
55025,3,55025,1,1,45.263234,-93.022024
55044,4,55044,3,1,44.642146,-93.276446
55045,1,55045,1,0,45.395323,-92.835009
55049,1,55049,1,0,44.176279,-93.230762
55057,1,55057,1,0,44.470457,-93.176125
55060,1,55060,1,0,44.059126,-93.223482
55063,1,55063,1,0,45.838574,-92.902898
55068,4,55068,2,1,44.735478,-93.062774
55070,2,55070,1,0,45.410032,-93.386985
55082,4,55082,2,1,45.073127,-92.839768
55101,1,55101,1,0,44.951483,-93.090649
55102,1,55102,1,0,44.931901,-93.121291
55104,2,55104,1,0,44.953894,-93.164446
55106,4,55106,3,1,44.963547,-93.049522
55110,1,55110,1,0,45.089912,-93.005988
55112,6,55112,2,1,45.080506,-93.192057
55115,1,55115,1,0,45.067903,-92.953441
55117,1,55117,1,0,45.003562,-93.09128
55126,1,55126,1,0,45.08445,-93.132817
55128,3,55128,1,1,44.987546,-92.963553
55129,1,55129,1,0,44.883474,-92.892768
55130,2,55130,1,0,44.973302,-93.08241
55302,2,55302,1,0,45.246522,-94.117133
55303,4,55303,2,1,45.288298,-93.431102
55305,3,55305,1,1,44.956384,-93.428159
55308,1,55308,1,0,45.441395,-93.832031
55309,2,55309,1,0,45.377728,-93.744336
55313,6,55313,2,1,45.174664,-93.851455
55316,1,55316,1,0,45.172932,-93.386829
55317,2,55317,1,0,44.858704,-93.550209
55318,3,55318,2,1,44.810787,-93.636252
55321,1,55321,1,0,45.087568,-94.19314
55332,1,55332,1,0,44.520417,-94.699494
55336,3,55336,1,1,44.777186,-94.198932
55342,2,55342,1,0,44.74292,-94.739002
55343,1,55343,1,0,44.914372,-93.416254
55345,1,55345,1,0,44.915442,-93.48443
55346,1,55346,1,0,44.880805,-93.482008
55349,1,55349,1,0,45.058647,-94.074539
55350,3,55350,1,1,44.900627,-94.391367
55353,2,55353,1,0,45.329094,-94.324616
55354,1,55354,1,0,44.880438,-94.061414
55356,1,55356,1,0,44.994245,-93.58962
55358,2,55358,1,0,45.253055,-93.991526
55362,1,55362,1,0,45.292068,-93.838795
55364,1,55364,1,0,44.93699,-93.677798
55368,1,55368,1,0,44.740063,-93.899747
55369,3,55369,3,1,45.12745,-93.445395
55371,3,55371,1,1,45.578639,-93.592062
55372,1,55372,1,0,44.682387,-93.413588
55373,1,55373,1,0,45.088097,-93.721594
55374,2,55374,1,0,45.175547,-93.575532
55376,1,55376,1,0,45.211249,-93.687899
55379,3,55379,1,1,44.753976,-93.514711
55396,1,55396,1,0,44.546306,-94.367013
55398,1,55398,1,0,45.464819,-93.612029
55404,2,55404,2,0,44.961996,-93.261208
55407,3,55407,1,1,44.935036,-93.253029
55410,1,55410,1,0,44.911821,-93.319644
55411,3,55411,2,1,44.999009,-93.298363
55418,1,55418,1,0,45.021318,-93.242853
55423,2,55423,2,0,44.87446,-93.282529
55426,5,55426,2,1,44.958311,-93.374112
55428,2,55428,2,0,45.06295,-93.381362
55430,2,55430,2,0,45.067676,-93.302089
55432,1,55432,1,0,45.096702,-93.253726
55433,5,55433,2,1,45.160411,-93.314839
55434,2,55434,1,0,45.163686,-93.250434
55439,1,55439,1,0,44.87563,-93.374747
55441,2,55441,1,0,45.006321,-93.424636
55443,1,55443,1,0,45.117677,-93.338149
55446,4,55446,1,1,45.03914,-93.489701
55616,1,55616,1,0,47.170611,-91.642286
55707,2,55707,1,0,46.555744,-92.629504
55718,1,55718,1,0,46.620931,-92.486403
55720,3,55720,1,1,46.750994,-92.533372
55744,4,55744,1,1,47.234469,-93.506973
55767,1,55767,1,0,46.450299,-92.760955
55768,1,55768,1,0,47.486978,-92.684322
55792,1,55792,1,0,47.597028,-92.479684
55795,1,55795,1,0,46.298245,-92.882944
55797,1,55797,1,0,46.5665,-92.362116
55802,1,55802,1,0,46.740951,-92.049345
55803,0,55803,1,0,47.053522,-92.068754
55804,1,55804,1,0,46.931351,-91.936344
55810,2,55810,1,0,46.756745,-92.269437
55811,1,55811,1,0,46.842463,-92.221917
55902,1,55902,1,0,43.97083,-92.508097
55912,1,55912,1,0,43.682607,-92.98845
55917,2,55917,1,0,43.88482,-93.075481
55920,3,55920,2,1,44.013766,-92.622011
55940,2,55940,1,0,43.898614,-92.809489
55944,3,55944,1,1,43.989517,-92.718008
55947,1,55947,1,0,43.82289,-91.36636
55956,2,55956,1,0,44.286019,-92.527603
55964,1,55964,1,0,44.160247,-92.158081
56002,1,56002,1,0,44.128191,-93.978984
56011,1,56011,1,0,44.602461,-93.772619
56017,1,56017,1,0,44.30535,-93.819535
56048,1,56048,1,0,44.092772,-93.721097
56062,1,56062,1,0,44.046244,-94.414123
56069,1,56069,1,0,44.412099,-93.542436
56073,1,56073,1,0,44.30483,-94.464745
56082,1,56082,1,0,44.357287,-94.036965
56087,2,56087,1,0,44.240509,-94.975248
56088,1,56088,1,0,43.824222,-94.443295
56093,1,56093,1,0,44.062566,-93.519762
56101,1,56101,1,0,43.879726,-95.133825
56110,1,56110,1,0,43.622208,-95.945066
56175,1,56175,1,0,44.260701,-95.638506
56183,2,56183,1,0,44.029019,-95.431132
56187,1,56187,1,0,43.622823,-95.583204
56201,2,56201,1,0,45.102185,-95.041816
56243,1,56243,1,0,45.170242,-94.68649
56252,1,56252,1,0,45.178247,-95.310129
56264,2,56264,1,0,44.57019,-95.984801
56267,1,56267,1,0,45.582463,-95.928793
56278,1,56278,1,0,45.348003,-96.379955
56283,1,56283,1,0,44.528005,-95.138866
56301,2,56301,1,0,45.487084,-94.242777
56307,1,56307,1,0,45.62681,-94.591029
56309,1,56309,1,0,46.07926,-95.805971
56320,2,56320,1,0,45.466749,-94.402792
56329,4,56329,1,1,45.709067,-93.914815
56334,1,56334,1,0,45.574381,-95.33678
56345,1,56345,1,0,45.988419,-94.373531
56347,1,56347,1,0,45.966715,-94.8721
56373,1,56373,1,0,45.85974,-94.230562
56379,8,56379,1,1,45.639682,-94.082677
56401,1,56401,1,0,46.322919,-94.12521
56464,1,56464,1,0,46.772891,-95.124103
56472,1,56472,1,0,46.573721,-94.382718
56479,2,56479,1,0,46.43459,-94.794552
56482,1,56482,1,0,46.464206,-95.147766
56501,2,56501,1,0,46.837284,-95.81404
56514,1,56514,1,0,46.645711,-96.431393
56523,1,56523,1,0,47.650246,-96.813367
56537,1,56537,1,0,46.275451,-96.089793
56540,1,56540,1,0,47.557713,-96.269576
56544,1,56544,1,0,46.757786,-95.605437
56547,1,56547,1,0,46.889472,-96.553728
56551,1,56551,1,0,46.31739,-95.446913
56560,1,56560,1,0,46.842681,-96.728962
56573,1,56573,1,0,46.618769,-95.548277
56586,1,56586,1,0,46.318269,-95.8309
56601,1,56601,1,0,47.507459,-94.864019
56629,1,56629,1,0,48.545164,-94.101623
56650,1,56650,1,0,47.998056,-94.557478
56671,3,56671,2,1,47.895133,-95.305386
56714,1,56714,1,0,48.783858,-96.00464
56721,2,56721,1,0,47.970648,-96.949756
56728,1,56728,1,0,48.783124,-97.007914
56732,1,56732,1,0,48.584211,-96.46733
56750,7,56750,1,1,47.893024,-96.294498
56751,1,56751,1,0,48.809822,-95.733307
56757,1,56757,1,0,48.478088,-96.898134
56762,2,56762,2,0,48.168749,-96.739611
57003,1,57003,1,0,43.746275,-96.755397
57004,1,57004,1,0,43.079421,-96.791834
57005,1,57005,1,0,43.592068,-96.585656
57006,1,57006,1,0,44.315574,-96.797829
57022,1,57022,1,0,43.8409,-96.717205
57028,1,57028,1,0,44.061736,-96.599811
57030,1,57030,1,0,43.738304,-96.519561
57033,1,57033,1,0,43.617972,-96.960938
57037,1,57037,1,0,43.104465,-97.24922
